edge_id,source_profile_id,target_profile_id,edge_type,relationship_strength,interaction_count,first_interaction_context,last_interaction_context,created_at
EDG000447,STU-0089,CLB-0006,club_membership,strong,22,Active contributor in design thinking cell,Core team member of startup incubation cell,2025-08-20
EDG000448,MEN-0085,STU-0181,mentor_mentee,strong,26,Mock investor pitch review session,Resume and career path advisory,2025-01-29
EDG000449,MEN-0096,STU-0020,mentor_mentee,weak,1,Intro call via incubation cell referral,Weekly 1:1 session on product strategy,2019-03-23
EDG000450,INV-0001,ALU-0005,investor_founder,strong,21,Co-investor introduction at startup event,Post-demo-day follow-up meeting,2020-12-27
EDG000451,STU-0166,CLB-0002,club_membership,medium,5,Joined entrepreneurship club as core member,Became lead of coding club,2020-03-30
EDG000452,STU-0187,CLB-0003,club_membership,medium,6,Core team member of startup incubation cell,Mentorship pod member in innovation hub,2022-05-21
EDG000453,MEN-0071,STU-0045,mentor_mentee,medium,5,Monthly check-in on startup metrics,Grant application guidance session,2025-04-20
EDG000454,INV-0001,STU-0013,investor_founder,medium,10,Due diligence call on seed round,Post-demo-day follow-up meeting,2020-12-19
EDG000455,MEN-0092,STU-0141,mentor_mentee,weak,1,Technical architecture review,Mock investor pitch review session,2025-06-04
EDG000456,MEN-0077,STU-0017,mentor_mentee,strong,30,Mock investor pitch review session,Demo day preparation workshop,2021-06-23
EDG000457,INV-0014,ALU-0048,investor_founder,medium,5,Post-demo-day follow-up meeting,Due diligence call on seed round,2022-11-21
EDG000458,STU-0086,CLB-0003,club_membership,weak,1,Core team member of startup incubation cell,Volunteer organiser for hackathon chapter,2021-10-19
EDG000459,INV-0045,STU-0066,investor_founder,medium,4,Portfolio company referral meeting,Warm intro via alumni network,2023-04-30
EDG000460,INV-0001,STU-0043,investor_founder,strong,22,Initial screening call via platform match,Initial screening call via platform match,2025-02-14
EDG000461,MEN-0065,STU-0072,mentor_mentee,medium,10,Resume and career path advisory,Mock investor pitch review session,2019-05-17
EDG000462,MEN-0091,STU-0134,mentor_mentee,medium,7,Intro call via incubation cell referral,Intro call via incubation cell referral,2020-10-21
EDG000463,STU-0281,CLB-0003,club_membership,medium,7,Core team member of startup incubation cell,Volunteer organiser for hackathon chapter,2020-11-06
EDG000464,INV-0029,STU-0041,investor_founder,medium,5,Warm intro via alumni network,Warm intro via alumni network,2023-08-04
EDG000465,INV-0049,STU-0068,investor_founder,weak,1,Term sheet discussion meeting,Due diligence call on seed round,2019-07-23
EDG000466,MEN-0095,STU-0252,mentor_mentee,medium,7,Mock investor pitch review session,Weekly 1:1 session on product strategy,2019-12-25
EDG000467,MEN-0077,ALU-0021,mentor_mentee,weak,1,Grant application guidance session,Resume and career path advisory,2020-11-30
EDG000468,INV-0011,ALU-0042,investor_founder,medium,7,Portfolio company referral meeting,Warm intro via alumni network,2024-04-12
EDG000469,INV-0049,STU-0068,investor_founder,medium,5,Warm intro via alumni network,Term sheet discussion meeting,2023-02-28
EDG000470,STU-0190,CLB-0006,club_membership,weak,2,Volunteer organiser for hackathon chapter,Joined entrepreneurship club as core member,2021-12-14
EDG000471,MEN-0085,STU-0289,mentor_mentee,strong,14,Weekly 1:1 session on product strategy,Mock investor pitch review session,2019-12-18
EDG000472,INV-0049,ALU-0026,investor_founder,weak,1,Portfolio company referral meeting,Co-investor introduction at startup event,2023-05-05
EDG000473,STU-0215,CLB-0018,club_membership,medium,4,Volunteer organiser for hackathon chapter,Active contributor in design thinking cell,2023-06-06
EDG000474,STU-0072,CLB-0002,club_membership,strong,25,Became lead of coding club,Enrolled in IEEE technical chapter,2020-12-09
EDG000475,STU-0086,CLB-0007,club_membership,weak,1,Active contributor in design thinking cell,Became lead of coding club,2023-11-19
EDG000476,MEN-0096,STU-0076,mentor_mentee,strong,13,Technical architecture review,Demo day preparation workshop,2019-12-23
EDG000477,MEN-0096,STU-0283,mentor_mentee,medium,10,Demo day preparation workshop,Technical architecture review,2019-02-20
EDG000478,ALU-0020,CLB-0019,club_membership,medium,5,Mentorship pod member in innovation hub,Enrolled in IEEE technical chapter,2025-05-09
EDG000479,INV-0013,STU-0028,investor_founder,weak,2,Co-investor introduction at startup event,Portfolio company referral meeting,2025-01-02
EDG000480,STU-0211,CLB-0009,club_membership,medium,7,Mentorship pod member in innovation hub,Volunteer organiser for hackathon chapter,2019-06-03
EDG000481,MEN-0092,STU-0074,mentor_mentee,medium,6,Monthly check-in on startup metrics,Weekly 1:1 session on product strategy,2021-08-31
EDG000482,MEN-0077,STU-0138,mentor_mentee,medium,10,Demo day preparation workshop,Weekly 1:1 session on product strategy,2022-05-26
EDG000483,MEN-0096,STU-0053,mentor_mentee,weak,3,Intro call via incubation cell referral,Resume and career path advisory,2023-12-20
EDG000484,STU-0165,CLB-0009,club_membership,weak,1,Mentorship pod member in innovation hub,Enrolled in IEEE technical chapter,2023-07-26
EDG000485,ALU-0056,CLB-0017,club_membership,medium,5,Core team member of startup incubation cell,Joined entrepreneurship club as core member,2019-09-26
EDG000486,MEN-0095,STU-0207,mentor_mentee,weak,1,Mock investor pitch review session,Weekly 1:1 session on product strategy,2019-08-25
EDG000487,MEN-0095,STU-0026,mentor_mentee,weak,2,Demo day preparation workshop,Resume and career path advisory,2024-08-30
EDG000488,MEN-0066,ALU-0049,mentor_mentee,medium,8,Weekly 1:1 session on product strategy,Resume and career path advisory,2024-01-02
EDG000489,MEN-0077,ALU-0001,mentor_mentee,weak,2,Demo day preparation workshop,Demo day preparation workshop,2020-01-06
EDG000490,MEN-0100,STU-0026,mentor_mentee,strong,18,Mock investor pitch review session,Resume and career path advisory,2021-04-26
EDG000491,MEN-0095,STU-0263,mentor_mentee,medium,5,Weekly 1:1 session on product strategy,Weekly 1:1 session on product strategy,2020-12-10
EDG000492,INV-0002,STU-0058,investor_founder,strong,20,Due diligence call on seed round,Co-investor introduction at startup event,2022-02-01
EDG000493,INV-0049,ALU-0060,investor_founder,weak,2,Due diligence call on seed round,Initial screening call via platform match,2022-05-22
EDG000494,INV-0049,ALU-0022,investor_founder,weak,3,Co-investor introduction at startup event,Warm intro via alumni network,2023-03-13
EDG000495,INV-0038,ALU-0076,investor_founder,medium,7,Due diligence call on seed round,Due diligence call on seed round,2019-09-19
EDG000496,MEN-0086,ALU-0028,mentor_mentee,weak,3,Demo day preparation workshop,Technical architecture review,2022-05-08
EDG000497,MEN-0077,STU-0217,mentor_mentee,strong,30,Resume and career path advisory,Weekly 1:1 session on product strategy,2023-07-14
EDG000498,INV-0018,STU-0036,investor_founder,medium,6,Term sheet discussion meeting,Warm intro via alumni network,2021-11-28
EDG000499,STU-0208,CLB-0013,club_membership,medium,9,Joined entrepreneurship club as core member,Active contributor in design thinking cell,2021-06-29
EDG000500,INV-0038,STU-0058,investor_founder,medium,6,Initial screening call via platform match,Term sheet discussion meeting,2020-11-27
